race_id,series_id,race_season,result_id,finishing_position,starting_position,car_number,driver_fullname,driver_hometown,hometown_city,hometown_state,hometown_country,team_id,team_name,qualifying_order,qualifying_position,qualifying_speed,laps_led,times_led,car_make,car_model,sponsor,points_earned,playoff_points_earned,laps_completed,finishing_status,winnings,owner_fullname,crew_chief_id,crew_chief_fullname,points_position,points_delta,owner_id,official_car_number,disqualified,diff_laps,diff_time
5462,3,2024,289154,29,2,45,Johnny Sauter,"Necedah, Wisconsin",Necedah,Wisconsin,United States,2968,Niece Motorsports,25,2,178.703,24,6,Chevrolet,Silverado,Niece/IEDA,18,1,79,Accident,0,Niece Motorsports,6678,Phil Gould,21,0,7172,45,False,22,0
5462,3,2024,289167,30,24,99,Ben Rhodes,"Louisville, Kentucky",Louisville,Kentucky,United States,2354,ThorSport Racing,38,24,176.374,5,1,Ford,F-150,Ranch Fuel Energy Drink,13,0,71,Accident,0,ThorSport Racing,7431,Richard Lushes,25,0,4807,99,False,30,0
5462,3,2024,289146,31,36,27,Keith McGee,"Eagle River, Alaska",Eagle River,Alaska,United States,3229,Reaume Brothers Racing,17,36,172.44,0,0,Ford,F-150,More Core,6,0,44,Accident,0,Reaume Brothers Racing,7464,John Reaume,30,0,8026,27,False,57,0
5462,3,2024,289149,32,35,33,Lawless Alan,"Van Nuys, California",Van Nuys,California,United States,3017,Reaume Brothers Racing,20,35,174.835,0,0,Ford,F-150,AUTOChargit Mobile,5,0,27,Overheating,0,Reaume Brothers Racing,6523,Matthew Lucas,31,0,7414,33,False,74,0
5462,3,2024,289150,33,21,38,Layne Riggs,"Bahama, North Carolina",Bahama,North Carolina,United States,3062,Front Row Motorsports,21,21,176.585,0,0,Ford,F-150,Love's RV Stops,4,0,13,DVP,0,Front Row Motorsports,8031,Dylan Cappello,32,0,4184,38,False,88,0
5462,3,2024,289139,34,16,13,Jake Garcia,"Monroe, Georgia",Monroe,Georgia,United States,2410,ThorSport Racing,9,16,176.793,0,0,Ford,F-150,Quanta Services,3,0,6,Accident,0,ThorSport Racing,5020,Doug Randolph,33,0,4807,13,False,95,0
5462,3,2024,289145,35,28,25,Ty Dillon,"Welcome, North Carolina",Welcome,North Carolina,United States,3092,Rackley W.A.R.,16,28,175.915,0,0,Chevrolet,Silverado,Rackley Roofing,2,0,5,Accident,0,Rackley W.A.R.,4917,Shane Wilson,34,0,7720,25,False,96,0
5462,3,2024,289155,36,10,46,Thad Moffitt,"Trinity, North Carolina",Trinity,North Carolina,United States,3223,Faction Motorsports,26,10,176.398,0,0,Chevrolet,Silverado,Customers Bank,1,0,5,Accident,0,Faction Motorsports,1179,Doug George,35,0,8033,46,False,96,0
5464,3,2024,289292,1,7,7,Kyle Busch,"Las Vegas, Nevada",Las Vegas,Nevada,United States,3147,Spire Motorsports,5,7,172.587,33,4,Chevrolet,Silverado,Group1001,0,0,135,Running,0,Spire Motorsports,5032,Brian Pattie,40,0,7958,7,False,0,0
5464,3,2024,289318,2,3,98,Ty Majeski,"Seymour, Wisconsin",Seymour,Wisconsin,United States,2467,ThorSport Racing,32,3,173.293,3,2,Ford,F-150,Farm Paint/ Curb Records,46,0,135,Running,0,ThorSport Racing,4921,Joe Shear Jr.,2,0,3907,98,False,0,187
5464,3,2024,289294,3,19,11,Corey Heim," Marietta, Georgia", Marietta,Georgia,United States,2740,TRICON Garage,7,19,170.422,0,0,Toyota,Tundra,Safelite,40,0,135,Running,0,TRICON Garage,5033,Scott Zipadelli,4,0,7845,11,False,0,196
5464,3,2024,289297,4,31,17,Taylor Gray,"Denver, North Carolina",Denver,North Carolina,United States,2515,TRICON Garage,10,31,168.593,0,0,Toyota,Tundra,JBL,35,0,135,Running,0,TRICON Garage,1468,Jeff Hensley,8,0,1202,17,False,0,273
5464,3,2024,289290,5,18,2,Nicholas Sanchez,"Miami, Florida",Miami,Florida,United States,3190,Rev Racing,3,18,170.485,0,0,Chevrolet,Silverado,Gainbridge,37,0,135,Running,0,Rev Racing,4879,Kevin Manion,3,0,7955,2,False,0,649
5464,3,2024,289308,6,25,45,Kaden Honeycutt,"Willow Park, Texas",Willow Park,Texas,United States,2968,Niece Motorsports,22,25,169.432,0,0,Chevrolet,Silverado,Georgia Governor's Office of Highway Safety,31,0,135,Running,0,Niece Motorsports,6678,Phil Gould,20,0,7172,45,False,0,892
5464,3,2024,289298,7,2,18,Tyler Ankrum,"San Bernardino, California",San Bernardino,California,United States,3218,McAnally Hilgemann Racing,11,2,173.467,46,7,Chevrolet,Silverado,LiUNA!,48,0,135,Running,0,McAnally Hilgemann Racing,6635,Mark Hillman,1,0,7873,18,False,0,896
5464,3,2024,289313,8,12,71,Rajah Caruth,"Washington, District of Columbia",Washington,District of Columbia,United States,3224,Spire Motorsports,27,12,171.222,0,0,Chevrolet,Silverado,HendrickCars.com,32,0,135,Running,0,Spire Motorsports,5028,Chad Walter,5,0,7958,71,False,0,990
5464,3,2024,289307,9,1,43,Daniel Dye,"Deland, Florida",Deland,Florida,United States,3222,McAnally Hilgemann Racing,21,1,174.246,0,1,Chevrolet,Silverado,Champion Container,30,0,135,Running,0,McAnally Hilgemann Racing,121,Blake Bainbridge,10,0,7893,43,False,0,1174
5464,3,2024,289291,10,23,5,Dean Thompson,"Anaheim, California",Anaheim,California,United States,3193,TRICON Garage,4,23,169.811,4,1,Toyota,Tundra,Thompson Pipe Group,27,0,135,Running,0,TRICON Garage,7707,Derek Smith,15,0,7845,5,False,0,2983
5464,3,2024,289302,11,24,32,Bret Holmes,"Munford, Alabama",Munford,Alabama,United States,3093,Bret Holmes Racing,16,24,169.744,0,0,Chevrolet,Silverado,Precision Garage Door,26,0,135,Running,0,Bret Holmes Racing,5023,Mike Shiplett,6,0,7722,32,False,0,5503
5464,3,2024,289303,12,29,33,Lawless Alan,"Van Nuys, California",Van Nuys,California,United States,3017,Reaume Brothers Racing,17,29,168.901,0,0,Ford,F-150,AUTOParkIt,25,0,135,Running,0,Reaume Brothers Racing,6523,Matthew Lucas,22,0,6829,33,False,0,5735
5464,3,2024,289316,13,8,88,Matt Crafton,"Tulare, California",Tulare,California,United States,2109,ThorSport Racing,30,8,172.528,0,0,Ford,F-150,Slim Jim/Menards,24,0,135,Running,0,ThorSport Racing,6081,Jeriod Prince,7,0,4984,88,False,0,6042
5464,3,2024,289301,14,17,25,Ty Dillon,"Welcome, North Carolina",Welcome,North Carolina,United States,3092,Rackley W.A.R.,15,17,170.569,0,0,Chevrolet,Silverado,Rackley Roofing,23,0,135,Running,0,Rackley W.A.R.,4917,Shane Wilson,28,0,7720,25,False,0,6088
5464,3,2024,289315,15,9,77,Chase Purdy,"Meridian, Mississippi",Meridian,Mississippi,United States,3211,Spire Motorsports,29,9,172.072,0,0,Chevrolet,Silverado,Bama Buggies,22,0,135,Running,0,Spire Motorsports,7706,Jason Trinchere,21,0,7958,77,False,0,6117
5464,3,2024,289295,16,11,13,Jake Garcia,"Monroe, Georgia",Monroe,Georgia,United States,2410,ThorSport Racing,8,11,171.259,0,0,Ford,F-150,Quanta Services,26,0,135,Running,0,ThorSport Racing,5020,Doug Randolph,23,0,4807,13,False,0,6287
5464,3,2024,289288,17,15,1,Colby Howard,"Simpsonville, South Carolina",Simpsonville,South Carolina,United States,3090,TRICON Garage,1,15,170.616,0,0,Toyota,Tundra,Project Hope Foundation,20,0,135,Running,0,TRICON Garage,7522,Seth Smith,31,0,7969,1,False,0,6335
5464,3,2024,289311,18,27,56,Timmy Hill,"Port Tobacco, Maryland",Port Tobacco,Maryland,United States,3019,Hill Motorsports,25,27,169.282,0,0,Toyota,Tundra,Coble Enterprises/UNITS,19,0,135,Running,0,Hill Motorsports,7462,Terry Elmore,12,0,6332,56,False,0,6726
5464,3,2024,289296,19,22,15,Tanner Gray,"Mooresville, North Carolina",Mooresville,North Carolina,United States,3010,TRICON Garage,9,22,169.853,0,0,Toyota,Tundra,Dead On Tools,25,0,135,Running,0,TRICON Garage,7831,Jerame Donley,14,0,1202,15,False,0,6945
5464,3,2024,289289,20,30,02,Mason Massey,"Douglasville, Georgia",Douglasville,Georgia,United States,2781,Young's Motorsports,2,30,168.772,0,0,Chevrolet,Silverado,Anderson Power Services,17,0,135,Running,0,Young's Motorsports,4950,Trip Bruce,24,0,6554,02,False,0,8598
5464,3,2024,289300,21,32,22,Keith McGee,"Eagle River, Alaska",Eagle River,Alaska,United States,3228,Reaume Brothers Racing,14,32,168.459,0,0,Ford,F-150,More Core,16,0,134,Running,0,Reaume Brothers Racing,7464,John Reaume,29,0,7569,22,False,1,0
5464,3,2024,289314,22,33,76,Spencer Boyd,"St. Louis, Missouri",St. Louis,Missouri,United States,3225,Freedom Racing Enterprises,28,33,168.24,0,0,Chevrolet,Silverado,Latitude Aero,15,0,134,Running,0,Freedom Racing Enterprises,6954,Greg Ely,13,0,-1,76,False,1,0
5464,3,2024,289310,23,16,52,Stewart Friesen,"Niagara-on-the-Lake, Ontario",Niagara-on-the-Lake,Ontario,Canada,2920,Halmar Friesen Racing,24,16,170.611,0,0,Toyota,Tundra,Halmar International ,14,0,133,Running,0,Halmar Friesen Racing,6755,James Villeneuve,17,0,7142,52,False,2,0
5464,3,2024,289320,24,26,21,Mason Maggio,"Palm Beach Garden, Florida",Palm Beach Garden,Florida,United States,3227,Floridian Motorsports,13,26,169.308,0,0,Ford,F-150,S I Yachts,13,0,133,Running,0,Floridian Motorsports,2028,Carl Long,35,0,-1,121,False,0,0
5464,3,2024,289293,25,6,9,Grant Enfinger,"Fairhope, Alabama",Fairhope,Alabama,United States,3058,CR7 Motorsports,6,6,172.84,23,3,Chevrolet,Silverado,Champion Power Equipment,28,0,133,Running,0,CR7 Motorsports,6219,Jeff Stankiewicz,11,0,7500,9,False,2,0
5464,3,2024,289309,26,28,46,Thad Moffitt,"Trinity, North Carolina",Trinity,North Carolina,United States,3223,Faction Motorsports,23,28,169.004,0,0,Chevrolet,Silverado,Petty's Garage,11,0,132,Running,0,Faction Motorsports,1179,Doug George,36,0,-1,46,False,3,0
5464,3,2024,289306,27,21,42,Matt Mills,"New Philadelphia, Ohio",New Philadelphia,Ohio,United States,3071,Niece Motorsports,20,21,169.915,6,1,Chevrolet,Silverado,J.F. Electric/Utilitra,10,0,132,Running,0,Niece Motorsports,7379,Jon Leonard,30,0,7172,42,False,3,0
5464,3,2024,289319,28,14,99,Ben Rhodes,"Louisville, Kentucky",Louisville,Kentucky,United States,2354,ThorSport Racing,33,14,171.006,0,0,Ford,F-150,Campers Inn RV,15,0,130,Running,0,ThorSport Racing,7431,Richard Lushes,26,0,4807,99,False,5,0
5464,3,2024,289312,29,10,66,Conner Jones,"Fredricksburg, Virginia",Fredricksburg,Virginia,United States,3108,ThorSport Racing,26,10,171.567,0,0,Ford,F-150,Cincinnati,8,0,129,Running,0,ThorSport Racing,-1,0,38,0,4807,66,False,6,0
5464,3,2024,289305,30,20,41,Bayley Currey,"Driftwood, Texas",Driftwood,Texas,United States,3164,Niece Motorsports,19,20,170.155,0,0,Chevrolet,Silverado,AutoVentive/DealBadger,9,0,96,Damage,0,Niece Motorsports,6582,Mike Hillman Jr.,16,0,7172,41,False,39,0
5464,3,2024,289317,31,4,91,Jack Wood,"Loomis, California",Loomis,California,United States,3155,McAnally Hilgemann Racing,31,4,173.218,0,0,Chevrolet,Silverado,Klotz Synthetics,9,0,57,Accident,0,McAnally Hilgemann Racing,7100,Kevin Bellicourt,18,0,5247,91,False,78,0
5464,3,2024,289299,32,5,19,Christian Eckes,"Greenville, New York",Greenville,New York,United States,3060,McAnally Hilgemann Racing,12,5,172.893,20,2,Chevrolet,Silverado,NAPA AUTOCARE,15,1,50,Brakes,0,McAnally Hilgemann Racing,7363,Charles Denike,9,0,5247,19,False,85,0
5464,3,2024,289304,33,13,38,Layne Riggs,"Bahama, North Carolina",Bahama,North Carolina,United States,3062,Front Row Motorsports,18,13,171.111,0,0,Ford,F-150,Northside Hospital,4,0,133,Running,0,Front Row Motorsports,8031,Dylan Cappello,39,0,4184,38,True,2,0
